date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-03-27,26.9972,27.0808,26.6794,26.8467,27743994,27743994,-0.066905,-0.249,26.7514,"Mar 27, 14",0.003438648162752666
2014-03-28,26.9303,27.1645,26.5457,26.6627,21969901,21969901,-0.183997,-0.685,26.7938,"Mar 28, 14",-0.003438648162752666
2014-03-31,26.7296,26.9136,26.6209,26.8634,18473249,18473249,0.200722,0.753,26.8222,"Mar 31, 14",0.0040628375575132184
2014-04-01,26.7045,26.9721,26.5539,26.7212,21836775,21836775,-0.14218,-0.529,26.7121,"Apr 1, 14",-0.001252116450567567
2014-04-02,26.6961,27.0892,26.6041,27.0056,21615821,21615821,0.284361,1.064,26.9401,"Apr 2, 14",0.009377791565594137
2014-04-03,27.1227,27.1728,26.9136,27.0976,20036574,20036574,0.091997,0.341,27.0423,"Apr 3, 14",0.012816439728346804
2014-04-04,27.1979,27.3401,26.8216,26.8969,26276720,26276720,-0.200721,-0.741,27.0794,"Apr 4, 14",0.005314954008080785
2014-04-07,26.3281,26.5205,25.9685,26.094,54582482,54582482,-0.802893,-2.985,29.4034,"Apr 7, 14",-0.02469472653402948
2014-04-08,26.1441,26.2529,25.8012,25.818,34572690,34572690,-0.275992,-1.058,25.9921,"Apr 8, 14",-0.03501067102228761
2014-04-09,25.9183,26.1358,25.6089,26.119,38686954,38686954,0.301081,1.166,25.8845,"Apr 9, 14",-0.023760311272411946
2014-04-10,26.2445,26.2863,25.5169,25.6005,30444904,30444904,-0.518532,-1.985,25.7598,"Apr 10, 14",-0.043140083798360644
2014-04-11,25.5085,25.5085,24.9482,24.9733,40821080,40821080,-0.62726,-2.45,25.1693,"Apr 11, 14",-0.06658269388182268
2014-04-14,25.1322,25.1991,24.7391,24.9816,28833929,28833929,0.008366,0.033,24.9757,"Apr 14, 14",-0.06627246801496557
2014-04-15,25.0653,25.2158,24.7558,24.9983,30079681,30079681,0.016723,0.067,24.9664,"Apr 15, 14",-0.06564827862020502
2014-04-16,25.2158,25.2743,25.0234,25.1656,29506945,29506945,0.167272,0.669,25.1431,"Apr 16, 14",-0.05939517168946011
2014-04-17,25.2158,25.4249,25.1489,25.2994,26536813,26536813,0.133814,0.532,25.299,"Apr 17, 14",-0.054394181209282896
2014-04-21,25.542,25.8765,25.4249,25.8096,30336778,30336778,0.510171,2.017,25.7024,"Apr 21, 14",-0.035324634550191185
2014-04-22,25.8012,26.1358,25.8012,25.9267,25974867,25974867,0.117086,0.454,26.0117,"Apr 22, 14",-0.03094783346477439
2014-04-23,26.0772,26.0772,25.726,25.8598,20493333,20493333,-0.066904,-0.258,25.8238,"Apr 23, 14",-0.03344832870486306
2014-04-24,25.8431,25.8431,25.2576,25.6842,24963923,24963923,-0.175634,-0.679,25.5497,"Apr 24, 14",-0.040011661502464956
2014-04-25,25.7009,25.7594,25.5462,25.7176,18669530,18669530,0.033453,0.13,25.6732,"Apr 25, 14",-0.03876328271294385
2014-04-28,26.4201,27.0558,26.2361,26.7965,71421571,71421571,1.0789,4.195,26.6562,"Apr 28, 14",0.001562342317424679
2014-04-29,26.8132,26.8383,26.2612,26.5623,39659341,39659341,-0.234177,-0.874,26.4882,"Apr 29, 14",-0.007191259853408905
2014-04-30,26.5623,26.7129,26.1107,26.1609,36534514,36534514,-0.401445,-1.511,26.3217,"Apr 30, 14",-0.022194231293940807
2014-05-01,25.9936,26.4118,25.8765,26.0521,41507996,41507996,-0.108726,-0.416,26.0605,"May 1, 14",-0.02626080651250062
2014-05-02,25.9434,25.9769,25.5497,25.7176,41708460,41708460,-0.334538,-1.284,25.7366,"May 2, 14",-0.03876328271294385
2014-05-05,25.3078,25.3162,24.9649,25.0569,54908732,54908732,-0.660712,-2.569,25.0991,"May 5, 14",-0.06345800924697347
2014-05-06,25.0903,25.0987,24.5325,24.6136,54719820,54719820,-0.443263,-1.769,24.9128,"May 6, 14",-0.08002706066597637
2014-05-07,24.5883,24.8752,24.3434,24.4871,49056067,49056067,-0.126558,-0.514,24.6223,"May 7, 14",-0.08475520188976135
2014-05-08,24.5714,24.8415,24.4533,24.6136,36094515,36094515,0.12657,0.517,24.649,"May 8, 14",-0.08002706066597637
2014-05-09,24.5546,24.6474,24.2795,24.4955,38996257,38996257,-0.118132,-0.48,24.4516,"May 9, 14",-0.0844412383618579
2014-05-12,24.7571,24.7866,24.4955,24.5799,21658093,21658093,0.084382,0.344,24.5941,"May 12, 14",-0.08128665243863699
2014-05-13,24.563,24.8077,24.5546,24.639,26287428,26287428,0.059065,0.24,24.6578,"May 13, 14",-0.079077694760173
2014-05-14,24.5883,24.7065,24.4027,24.5546,26782297,26782297,-0.084382,-0.342,24.5625,"May 14, 14",-0.08223228068339392
2014-05-15,24.5293,24.6221,24.3943,24.5208,26836907,26836907,-0.03375,-0.137,24.5118,"May 15, 14",-0.08349561011710087
2014-05-16,24.4702,24.9343,24.4702,24.5714,35704300,35704300,0.050626,0.206,24.6385,"May 16, 14",-0.0816043536275869
2014-05-19,24.9596,25.0693,24.6811,24.7065,40994909,40994909,0.135009,0.549,24.8838,"May 19, 14",-0.07655477355380555
2014-05-20,24.9258,24.9258,24.6474,24.6811,24872164,24872164,-0.025314,-0.102,24.7734,"May 20, 14",-0.07750413945960893
2014-05-21,24.6811,25.2477,24.639,24.9512,21444759,21444759,0.270014,1.094,24.9397,"May 21, 14",-0.06740871697309257
2014-05-22,24.9427,25.2043,24.9343,25.0271,21451982,21451982,0.075943,0.304,25.0866,"May 22, 14",-0.06457183223882156
2014-05-23,24.9512,25.0102,24.833,24.8837,18933462,18933462,-0.143446,-0.573,24.9106,"May 23, 14",-0.06993163817946
2014-05-27,25.2549,25.3056,24.9512,24.9849,26930669,26930669,0.101258,0.407,25.0246,"May 27, 14",-0.06614912520043208
2014-05-28,25.0609,25.1621,24.9765,24.9849,27369551,27369551,0,0,25.0475,"May 28, 14",-0.06614912520043208
2014-05-29,25.0862,25.1115,24.9174,24.9765,24470229,24470229,-0.008437,-0.034,24.997,"May 29, 14",-0.06646308872833552
2014-05-30,24.9427,25.0989,24.9005,25.0018,26239799,26239799,0.025314,0.101,25.0143,"May 30, 14",-0.0655174604835786
2014-06-02,24.968,25.1452,24.968,25.0693,19999906,19999906,0.0675,0.27,25.4877,"Jun 2, 14",-0.06299453927721116
2014-06-03,25.1199,25.1621,24.9343,24.968,24202687,24202687,-0.101254,-0.404,25.1787,"Jun 3, 14",-0.06678078991728555
2014-06-04,24.9849,25.0946,24.909,25.0102,23406829,23406829,0.042189,0.169,25.006,"Jun 4, 14",-0.06520349695567502
2014-06-05,25.0524,25.1343,24.8752,25.1115,19358977,19358977,0.101258,0.405,25.0145,"Jun 5, 14",-0.06141724631560063
2014-06-06,25.1537,25.2043,24.7571,24.8246,26817064,26817064,-0.286894,-1.142,24.9939,"Jun 6, 14",-0.07214059585792401
2014-06-09,24.7908,24.833,24.639,24.7655,24414475,24414475,-0.059065,-0.238,24.7238,"Jun 9, 14",-0.07434955353638802
2014-06-10,24.7571,24.8921,24.6811,24.8921,18212310,18212310,0.12657,0.511,24.8249,"Jun 10, 14",-0.06961767465155656
2014-06-11,24.8583,24.9302,24.7908,24.833,18743566,18743566,-0.059065,-0.237,24.8553,"Jun 11, 14",-0.07182663233002057
2014-06-12,24.7908,24.968,24.7655,24.8499,24118677,24118677,0.016875,0.068,24.882,"Jun 12, 14",-0.07119496761316696
2014-06-13,24.8583,24.9723,24.774,24.9174,19604327,19604327,0.067503,0.272,24.8791,"Jun 13, 14",-0.06867204640679951
2014-06-16,24.8921,25.0693,24.7402,24.9849,25028485,25028485,0.067506,0.271,24.9188,"Jun 16, 14",-0.06614912520043208
2014-06-17,24.9596,24.9933,24.8415,24.8752,18283381,18283381,-0.109695,-0.439,24.9113,"Jun 17, 14",-0.07024933936841005
2014-06-18,24.9174,25.0693,24.7571,25.0693,19338165,19338165,0.194072,0.78,24.9122,"Jun 18, 14",-0.06299453927721116
2014-06-19,25.0609,25.0693,24.8921,24.968,20308232,20308232,-0.101254,-0.404,24.9497,"Jun 19, 14",-0.06678078991728555
2014-06-20,25.0946,25.2465,25.0018,25.1284,31303024,31303024,0.160319,0.642,25.134,"Jun 20, 14",-0.060785581598747154
2014-06-23,25.1537,25.1874,24.7486,24.8499,25188458,25188458,-0.278451,-1.108,24.8587,"Jun 23, 14",-0.07119496761316696
2014-06-24,24.833,24.8752,24.7233,24.7233,23354055,23354055,-0.126571,-0.509,24.7787,"Jun 24, 14",-0.07592684649799854
2014-06-25,24.5968,25.179,24.5968,25.1452,31517974,31517974,0.4219,1.706,25.0566,"Jun 25, 14",-0.06015765454294014
2014-06-26,25.0777,25.1368,24.8752,24.968,19472797,19472797,-0.177197,-0.705,24.989,"Jun 26, 14",-0.06678078991728555
2014-06-27,25.0355,25.103,24.8752,25.0355,30672693,30672693,0.067505,0.27,26.6774,"Jun 27, 14",-0.06425786871091811
2014-06-30,25.1115,25.179,24.9933,25.044,20566300,20566300,0.008437,0.034,25.1462,"Jun 30, 14",-0.06394016752196807
2014-07-01,24.9849,25.4996,24.9638,25.3815,25600160,25600160,0.33752,1.348,25.3419,"Jul 1, 14",-0.05132556149013073
2014-07-02,25.3646,25.6684,25.314,25.6262,18501691,18501691,0.244702,0.964,25.5714,"Jul 2, 14",-0.04217950490941775
2014-07-03,25.8287,25.854,25.5587,25.7612,14852913,14852913,0.135007,0.527,25.7042,"Jul 3, 14",-0.03713366249668286
2014-07-07,25.7275,25.8456,25.6346,25.7275,17593378,17593378,-0.033752,-0.131,25.7159,"Jul 7, 14",-0.038393254269343355
2014-07-08,25.719,25.7275,25.3309,25.4406,22440385,22440385,-0.286892,-1.115,25.4766,"Jul 8, 14",-0.04911660381166673
2014-07-09,25.4153,25.4828,25.2296,25.3562,20680419,20680419,-0.084379,-0.332,25.3798,"Jul 9, 14",-0.052271189734887646
2014-07-10,25.1115,25.3477,24.9596,25.314,20114399,20114399,-0.042191,-0.166,25.1915,"Jul 10, 14",-0.053848482696498175
2014-07-11,25.3477,25.4153,25.1452,25.3731,18359599,18359599,0.059066,0.233,25.303,"Jul 11, 14",-0.05163952501803417
2014-07-14,25.4743,25.5924,25.4017,25.5165,20483726,20483726,0.143447,0.565,25.5224,"Jul 14, 14",-0.04627971907739571
2014-07-15,25.4828,25.8372,25.4828,25.66,30883159,30883159,0.143444,0.562,25.6756,"Jul 15, 14",-0.040916175475710796
2014-07-16,25.7443,26.1325,25.622,26.124,35413297,35413297,0.464092,1.809,25.9475,"Jul 16, 14",-0.02357342822008847
2014-07-17,25.7612,25.9468,25.6009,25.93,24389678,24389678,-0.194074,-0.743,25.8083,"Jul 17, 14",-0.030824490650240892
2014-07-18,25.7612,25.9468,25.6009,25.93,24403174,24403174,0,0,25.8083,"Jul 18, 14",-0.030824490650240892
2014-07-21,25.6768,25.854,25.5671,25.6093,22763367,22763367,-0.320644,-1.237,25.6714,"Jul 21, 14",-0.04281116962627122
2014-07-22,25.7781,25.9131,25.6515,25.7275,18742272,18742272,0.118131,0.461,25.7739,"Jul 22, 14",-0.038393254269343355
2014-07-23,25.8962,25.8962,25.584,25.6431,21115436,21115436,-0.084381,-0.328,25.6785,"Jul 23, 14",-0.04154784019256427
2014-07-24,25.6262,25.795,25.584,25.6009,14838961,14838961,-0.042186,-0.165,25.6488,"Jul 24, 14",-0.043125133154174794
2014-07-25,25.584,25.6093,25.3815,25.4743,14504702,14504702,-0.126572,-0.494,25.4766,"Jul 25, 14",-0.04785701203900624
2014-07-28,25.1368,25.4574,25.1284,25.3984,27297106,27297106,-0.075941,-0.298,25.3417,"Jul 28, 14",-0.05069389677327726
2014-07-29,25.5924,25.7275,25.0524,25.0862,37913591,37913591,-0.312207,-1.229,25.3178,"Jul 29, 14",-0.06236287456035755
2014-07-30,25.1202,25.1457,24.7116,24.9074,33990600,33990600,-0.178774,-0.713,24.8681,"Jul 30, 14",-0.0690458125114466
2014-07-31,24.9074,24.9585,24.4307,24.4307,38357296,38357296,-0.476692,-1.914,24.6132,"Jul 31, 14",-0.08686324271997063
2014-08-01,24.4307,24.7712,24.4222,24.5669,31341919,31341919,0.136197,0.557,24.5986,"Aug 1, 14",-0.08177254837467807
2014-08-04,24.6435,24.652,24.3456,24.4733,24144726,24144726,-0.093634,-0.381,24.4625,"Aug 4, 14",-0.08527099911417439
2014-08-05,24.3286,24.4392,24.0817,24.1838,27686952,27686952,-0.289425,-1.183,24.2483,"Aug 5, 14",-0.09609152784370589
2014-08-06,24.0902,24.1668,23.9114,24.0732,23380186,23380186,-0.110663,-0.458,24.0643,"Aug 6, 14",-0.10022538096110216
2014-08-07,24.2094,24.2094,23.7667,23.8689,30515280,30515280,-0.204297,-0.849,23.896,"Aug 7, 14",-0.10786142247904106
2014-08-08,23.9029,24.1753,23.7242,24.1243,30110284,30110284,0.255372,1.07,23.9759,"Aug 8, 14",-0.09831543616635574
2014-08-11,24.286,24.3371,23.9966,24.0476,22055839,22055839,-0.076612,-0.318,24.0954,"Aug 11, 14",-0.10118222218899858
2014-08-12,24.0562,24.1413,23.8604,23.9029,20433209,20433209,-0.144711,-0.602,23.955,"Aug 12, 14",-0.10659061772324117
2014-08-13,24.0476,24.2094,23.9881,24.0136,17429544,17429544,0.110662,0.463,24.0423,"Aug 13, 14",-0.10245302694479846
2014-08-14,24.0562,24.5073,23.9795,24.4562,19994969,19994969,0.442647,1.843,24.331,"Aug 14, 14",-0.08591013915312079
2014-08-15,24.5669,24.601,24.1838,24.3796,21736655,21736655,-0.076612,-0.313,24.3951,"Aug 15, 14",-0.08877318751471704
2014-08-18,24.4733,24.635,24.4222,24.5499,22969591,22969591,0.170249,0.698,24.5341,"Aug 18, 14",-0.08240795075257801
2014-08-19,24.6605,24.7116,24.4201,24.635,18851434,18851434,0.085123,0.347,24.6123,"Aug 19, 14",-0.07922720120203172
2014-08-20,24.5414,24.6691,24.4647,24.5924,15032899,15032899,-0.042562,-0.173,24.5687,"Aug 20, 14",-0.0808194448078281
2014-08-21,24.618,24.6776,24.4647,24.5329,24371476,24371476,-0.059586,-0.242,24.5508,"Aug 21, 14",-0.08304335313047795
2014-08-22,24.5669,24.6691,24.5329,24.618,16348816,16348816,0.085124,0.347,24.6283,"Aug 22, 14",-0.0798626035799318
2014-08-25,24.6265,24.7627,24.6095,24.6095,16919958,16919958,-0.008512,-0.035,24.651,"Aug 25, 14",-0.0801803047688817
2014-08-26,25.0691,25.1372,24.8819,25.0266,21118070,21118070,0.417109,1.695,24.9681,"Aug 26, 14",-0.064590520544054
2014-08-27,25.0862,25.1713,24.9968,25.1032,23188549,23188549,0.076611,0.306,25.0952,"Aug 27, 14",-0.06172747218245761
2014-08-28,25.0521,25.2563,24.9925,25.0095,20604008,20604008,-0.093635,-0.373,25.0841,"Aug 28, 14",-0.06522966058300039
2014-08-29,25.0776,25.1032,24.9329,25.0181,16784494,16784494,0.008511,0.034,25.0187,"Aug 29, 14",-0.0649082217330039
2014-09-02,24.8648,25.0351,24.8223,24.9074,20718884,20718884,-0.110664,-0.442,24.921,"Sep 2, 14",-0.0690458125114466
2014-09-03,25.0691,25.1372,24.8819,25.0266,21118570,21118570,0.119177,0.478,24.9681,"Sep 3, 14",-0.064590520544054
2014-09-04,25.1372,25.1543,24.9414,25.001,22374102,22374102,-0.025537,-0.102,25.0433,"Sep 4, 14",-0.0655473617719503
2014-09-05,24.9414,25.2479,24.8648,25.2394,17570111,17570111,0.238347,0.953,25.0991,"Sep 5, 14",-0.05663677783716505
2014-09-08,25.1798,25.2394,24.9414,25.0266,14627107,14627107,-0.21281,-0.843,25.0819,"Sep 8, 14",-0.064590520544054
2014-09-09,25.0436,25.0606,24.6946,24.8819,21640035,21640035,-0.14471,-0.578,24.8307,"Sep 9, 14",-0.06999891607829645
2014-09-10,24.8989,25.1372,24.8223,25.0606,19433442,19433442,0.17876,0.718,25.0181,"Sep 10, 14",-0.06331971578825399
2014-09-11,25.0181,25.2309,24.9244,25.2224,18643671,18643671,0.161738,0.645,25.135,"Sep 11, 14",-0.05727218021506499
2014-09-12,25.0862,25.1968,24.9755,25.0521,18226112,18226112,-0.17025,-0.675,25.0595,"Sep 12, 14",-0.06363741697720401
2014-09-15,25.0606,25.4692,25.0053,25.4692,24320580,24320580,0.417108,1.665,25.3278,"Sep 15, 14",-0.04804763275237618
2014-09-16,25.4948,25.6395,25.3245,25.5799,19603611,19603611,0.110662,0.434,25.5222,"Sep 16, 14",-0.0439100419739336
2014-09-17,25.6991,25.9331,25.6224,25.8353,26216479,26216479,0.255375,0.998,25.8002,"Sep 17, 14",-0.03436405566124829
2014-09-18,25.8863,26.1502,25.8267,26.031,26425808,26425808,0.195784,0.758,26.0147,"Sep 18, 14",-0.027049452993305884
2014-09-19,26.1843,26.2524,25.7586,25.8778,35022166,35022166,-0.153223,-0.589,25.9644,"Sep 19, 14",-0.032775549716498376
2014-09-22,25.7586,25.8522,25.5203,25.6905,24880231,24880231,-0.187275,-0.724,25.6665,"Sep 22, 14",-0.03977618885653734
2014-09-23,25.3926,25.7331,25.1117,25.5799,29182583,29182583,-0.110661,-0.431,25.5302,"Sep 23, 14",-0.0439100419739336
2014-09-24,25.631,25.9204,25.5969,25.8012,22080475,22080475,0.221323,0.865,25.7988,"Sep 24, 14",-0.03563859807809462
2014-09-25,25.8182,25.8523,25.5118,25.5203,22601559,22601559,-0.280908,-1.089,25.6185,"Sep 25, 14",-0.0461376879576299
2014-09-26,25.5118,25.5203,25.1669,25.299,23789557,23789557,-0.221326,-0.867,25.3378,"Sep 26, 14",-0.05440913185346875
2014-09-29,25.2564,25.4011,25.1713,25.3415,19969777,19969777,0.042563,0.168,25.3198,"Sep 29, 14",-0.05282062590871883
2014-09-30,25.3415,25.5288,25.1543,25.1713,25670326,25670326,-0.170248,-0.672,25.2899,"Sep 30, 14",-0.0591821250098114
2014-10-01,25.001,25.0351,24.7031,24.8138,35887859,35887859,-0.357525,-1.42,24.834,"Oct 1, 14",-0.07254426325094279
2014-10-02,24.8223,24.933,24.5924,24.7371,28201985,28201985,-0.076609,-0.309,24.7128,"Oct 2, 14",-0.07541104927358551
2014-10-03,24.9329,24.95,24.6861,24.8733,24079246,24079246,0.136198,0.551,24.8747,"Oct 3, 14",-0.07032035492829294
2014-10-06,24.984,25.0351,24.6946,24.8308,16506250,16506250,-0.042563,-0.171,24.857,"Oct 6, 14",-0.07190886087304285
2014-10-07,24.7116,24.7882,24.5073,24.5073,24686621,24686621,-0.323472,-1.303,24.6474,"Oct 7, 14",-0.08400019435837437
2014-10-08,24.5243,25.0181,24.2945,25.0095,29529138,29529138,0.502235,2.049,24.6962,"Oct 8, 14",-0.06522966058300039
2014-10-09,25.0266,25.0606,24.6265,24.6776,22839126,22839126,-0.331988,-1.327,24.829,"Oct 9, 14",-0.07763495759623536
2014-10-10,24.7797,25.0862,24.6861,24.7967,32065292,32065292,0.119178,0.483,24.8604,"Oct 10, 14",-0.07318340328988919
2014-10-13,24.8223,24.9329,24.1881,24.2349,34089392,34089392,-0.561823,-2.266,24.6113,"Oct 13, 14",-0.09418158304895963
2014-10-14,24.3796,24.5158,24.1753,24.2264,23260406,23260406,-0.008514,-0.035,24.3315,"Oct 14, 14",-0.09449928423790953
2014-10-15,23.9966,24.0902,23.4603,23.9966,41183731,41183731,-0.229834,-0.949,23.8294,"Oct 15, 14",-0.1030884293226984
2014-10-16,23.7242,23.8433,23.4177,23.5795,37803059,37803059,-0.417109,-1.738,23.6314,"Oct 16, 14",-0.11867821354752624
2014-10-17,23.6731,23.8433,23.5199,23.6901,32572812,32572812,0.11066,0.469,23.6839,"Oct 17, 14",-0.11454436043012999
2014-10-20,23.7242,23.8093,23.4943,23.7752,38925417,38925417,0.085127,0.359,23.6588,"Oct 20, 14",-0.1113636108795837
2014-10-21,23.937,24.2775,23.8348,24.0732,36483573,36483573,0.297933,1.253,24.1008,"Oct 21, 14",-0.10022538096110216
2014-10-22,24.0476,24.2519,23.8433,24.0902,30788550,30788550,0.017026,0.071,24.1097,"Oct 22, 14",-0.09958997858320222
2014-10-23,24.3881,24.5754,24.32,24.3456,30775083,30775083,0.255374,1.06,24.453,"Oct 23, 14",-0.0900439922705169
2014-10-24,24.5158,24.9159,24.4392,24.7797,28424946,28424946,0.434134,1.783,24.7362,"Oct 24, 14",-0.07381880566778927
2014-10-27,24.7627,24.8648,24.6435,24.7116,22967053,22967053,-0.068099,-0.275,24.7311,"Oct 27, 14",-0.07636415284043548
2014-10-28,24.8308,24.9414,24.5669,24.7627,32386317,32386317,0.051075,0.207,24.6994,"Oct 28, 14",-0.0744542080456892
2014-10-29,26.0762,26.1105,25.7156,25.7929,19807392,19807392,1.0302,4.16,25.848,"Oct 29, 14",-0.03594882394495174
2014-10-30,25.0181,25.5203,25.0181,25.4011,21097190,21097190,-0.391733,-1.519,25.3498,"Oct 30, 14",-0.05059297992502253
2014-10-31,25.5458,25.7076,25.3756,25.4948,25196027,25196027,0.093637,0.369,25.5297,"Oct 31, 14",-0.047090791524479744
2014-11-03,25.4522,25.7076,25.4181,25.6991,21736423,21736423,0.204298,0.801,25.6157,"Nov 3, 14",-0.03945475000654084
2014-11-04,25.6565,25.7927,25.4267,25.7757,24386112,24386112,0.076613,0.298,25.6873,"Nov 4, 14",-0.036591701644944595
2014-11-05,26.0762,26.1105,25.7156,25.7929,19808464,19808464,0.017185,0.067,25.848,"Nov 5, 14",-0.03594882394495174
2014-11-06,25.8272,25.9817,25.7327,25.7929,16517411,16517411,0,0,25.8067,"Nov 6, 14",-0.03594882394495174
2014-11-07,25.8701,25.8701,25.5524,25.6898,17267966,17267966,-0.103034,-0.399,25.6513,"Nov 7, 14",-0.039802352483862574
2014-11-10,25.7242,25.9989,25.5954,25.9302,22840409,22840409,0.240411,0.936,25.8688,"Nov 10, 14",-0.03081701532814797
2014-11-11,25.9131,26.102,25.8444,26.0333,15729781,15729781,0.103033,0.397,25.9791,"Nov 11, 14",-0.026963486789237
2014-11-12,25.956,26.2222,25.956,26.1191,23469625,23469625,0.085863,0.33,26.1282,"Nov 12, 14",-0.023756573611365486
2014-11-13,26.205,26.2908,25.9817,26.1191,14352896,14352896,0,0,26.1496,"Nov 13, 14",-0.023756573611365486
2014-11-14,26.0848,26.2393,25.9474,26.0504,18133000,18133000,-0.068689,-0.263,26.0483,"Nov 14, 14",-0.0263243467502906
2014-11-17,25.6812,26.1105,25.6555,26.0333,26236768,26236768,-0.017174,-0.066,25.8889,"Nov 17, 14",-0.026963486789237
2014-11-18,26.1792,26.3424,26.0161,26.2651,20237580,20237580,0.231828,0.891,26.2524,"Nov 18, 14",-0.018299588483518762
2014-11-19,26.1191,26.2393,25.9989,26.1363,15876908,15876908,-0.128792,-0.49,26.1062,"Nov 19, 14",-0.023113695911372627
2014-11-20,26.0419,26.1792,25.9732,26.1363,16476903,16476903,0,0,26.1024,"Nov 20, 14",-0.023113695911372627
2014-11-21,26.4025,26.4282,25.9302,26.1449,27597836,27597836,0.008586,0.033,26.1252,"Nov 21, 14",-0.02279225706137613
2014-11-24,26.2136,26.2994,25.8615,25.9474,32752575,32752575,-0.197484,-0.755,26.0053,"Nov 24, 14",-0.030174137628155108
2014-11-25,25.9388,26.3252,25.9131,26.1621,25506926,25506926,0.214657,0.827,26.1521,"Nov 25, 14",-0.022149379361383267
2014-11-26,26.3166,26.7202,26.2651,26.703,27477104,27477104,0.540928,2.068,26.5382,"Nov 26, 14",-0.001932370761025177
2014-11-28,26.7287,27.1666,26.6686,26.7459,20278707,20278707,0.042929,0.161,26.9065,"Nov 28, 14",-0.00032891417208942005
2014-12-01,26.5141,27.055,26.5141,26.8404,22951443,22951443,0.094448,0.353,26.8847,"Dec 1, 14",0.0032031755168250523
2014-12-02,26.9949,27.1495,26.8575,27.1065,25387559,25387559,0.266173,0.992,27.021,"Dec 2, 14",0.013149091561482685
2014-12-03,27.0464,27.2868,26.8854,27.2611,31455565,31455565,0.154552,0.57,27.1364,"Dec 3, 14",0.018927515539325774
2014-12-04,27.0979,27.3212,26.9133,27.1924,19351291,19351291,-0.068691,-0.252,27.1331,"Dec 4, 14",0.01635974240040066
2014-12-05,27.1752,27.6045,27.1323,27.4672,24854324,24854324,0.274755,1.01,27.4495,"Dec 5, 14",0.026630834956101117
2014-12-08,27.2868,27.6646,27.2697,27.45,26867219,26867219,-0.017171,-0.063,27.4785,"Dec 8, 14",0.02598795725610826
